method,output,ssim,lpips,e_ssim,l_c,l_s
ccstytr,000000273132__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.7588,0.5225,0.8109,1.2375,0.8096
ccstytr,000000273132__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.6363,0.4273,0.5335,1.8679,1.365
ccstytr,000000273132__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.7865,0.5169,0.7918,1.6155,0.7353
ccstytr,000000273132__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.5712,0.4334,0.5895,1.7173,1.0288
ccstytr,000000273132__Minimalism__mario-schifano_untitled-1963.png,0.6018,0.7724,0.6322,1.6875,1.1165
ccstytr,000000273132__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.6455,0.4099,0.4458,1.5593,0.7226
ccstytr,000000273132__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.433,0.4395,0.2873,1.9431,1.4303
ccstytr,000000273132__Pop_Art__peter-max_composition-red-green-1979.png,0.6116,0.455,0.6537,2.181,1.3869
ccstytr,000000273132__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.5751,0.5438,0.3751,1.8304,1.0789
ccstytr,000000273132__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.857,0.2767,0.7609,0.9858,0.6686
ccstytr,000000273132__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.567,0.4053,0.8168,1.1081,0.8157
ccstytr,000000273132__Romanticism__gustave-dore_paradise-lost-4.png,0.5739,0.3366,0.5673,1.286,0.8219
ccstytr,000000273132__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.6967,0.468,0.5587,1.7882,1.0269
ccstytr,000000273132__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.629,0.5213,0.5815,1.9302,1.1485
ccstytr,000000277051__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.8339,0.3265,0.8644,0.868,0.9707
ccstytr,000000277051__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.7807,0.3614,0.7051,1.1017,0.896
ccstytr,000000277051__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.6198,0.5065,0.7077,1.0009,0.6342
ccstytr,000000277051__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.6469,0.6083,0.5572,1.8445,0.9
ccstytr,000000277051__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.8076,0.6718,0.8121,1.0248,0.5709
ccstytr,000000277051__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.7113,0.3571,0.5565,1.1025,0.8467
ccstytr,000000277051__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.7892,0.4692,0.7253,0.9194,0.5925
ccstytr,000000277051__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.666,0.3989,0.5169,1.497,1.3259
ccstytr,000000277051__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.768,0.4499,0.6855,1.085,0.6535
ccstytr,000000277051__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.5745,0.4393,0.5058,1.385,0.8995
ccstytr,000000277051__Minimalism__mario-schifano_untitled-1963.png,0.6333,0.8467,0.7125,1.5501,1.1131
ccstytr,000000277051__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.4924,0.522,0.3638,1.5723,0.6083
ccstytr,000000277051__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.3587,0.6072,0.2329,2.1945,1.0313
ccstytr,000000277051__Pop_Art__peter-max_composition-red-green-1979.png,0.6108,0.4414,0.6975,1.7996,1.7644
ccstytr,000000277051__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.4771,0.5973,0.3089,1.9085,0.9346
ccstytr,000000277051__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.709,0.4611,0.579,1.2007,0.5577
ccstytr,000000277051__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.6404,0.4402,0.7376,0.8348,0.6378
ccstytr,000000277051__Romanticism__gustave-dore_paradise-lost-4.png,0.562,0.5116,0.4227,1.3555,0.8482
ccstytr,000000277051__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.6755,0.3933,0.5196,1.3979,0.9164
ccstytr,000000277051__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.5925,0.4943,0.5224,1.6715,0.9794
ccstytr,000000296969__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.4814,0.4258,0.3411,1.8784,1.054
ccstytr,000000296969__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.5491,0.4063,0.5241,1.5276,1.1755
ccstytr,000000296969__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.3309,0.3652,0.4498,1.3521,0.8503
ccstytr,000000296969__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.2877,0.7558,0.2682,2.4213,0.7535
ccstytr,000000296969__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.4704,0.4812,0.3813,1.3953,0.8274
ccstytr,000000296969__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.6749,0.4031,0.5788,1.7424,1.0484
ccstytr,000000296969__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5362,0.4559,0.5087,1.4684,0.8021
ccstytr,000000296969__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5615,0.488,0.4044,2.2938,1.7764
ccstytr,000000296969__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.487,0.4414,0.4067,1.5812,0.7302
ccstytr,000000296969__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.651,0.3386,0.6153,1.5295,1.1003
ccstytr,000000296969__Minimalism__mario-schifano_untitled-1963.png,0.2255,0.814,0.1093,2.2714,1.3748
ccstytr,000000296969__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.6702,0.3399,0.6402,1.3806,0.6996
ccstytr,000000296969__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.5519,0.5059,0.4288,2.516,1.1921
ccstytr,000000296969__Pop_Art__peter-max_composition-red-green-1979.png,0.33,0.5155,0.2098,2.5316,1.6518
ccstytr,000000296969__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.6251,0.4835,0.5484,2.0175,1.0738
ccstytr,000000296969__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.7227,0.2335,0.6604,1.1374,0.5635
ccstytr,000000296969__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.3381,0.3711,0.4767,1.4122,0.7609
ccstytr,000000296969__Romanticism__gustave-dore_paradise-lost-4.png,0.5975,0.3197,0.6742,1.3108,1.0598
ccstytr,000000296969__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.6297,0.4665,0.586,1.9343,0.9946
ccstytr,000000296969__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.4565,0.5389,0.3564,2.4441,1.5918
ccstytr,000000302107__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.6864,0.3404,0.7312,1.1344,1.0472
ccstytr,000000302107__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.7184,0.3256,0.7914,0.978,0.8953
ccstytr,000000302107__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.437,0.4077,0.7205,1.123,0.6508
ccstytr,000000302107__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.5117,0.7139,0.5487,2.2293,0.827
ccstytr,000000302107__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.7353,0.5135,0.8107,1.0812,0.6134
ccstytr,000000302107__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.6557,0.3907,0.6148,1.3743,0.9734
ccstytr,000000302107__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.6965,0.4466,0.7675,1.1411,0.6803
ccstytr,000000302107__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.6586,0.3652,0.6342,1.4143,1.3188
ccstytr,000000302107__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.7128,0.4203,0.7164,1.355,0.6389
ccstytr,000000302107__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.5538,0.383,0.6265,1.2781,0.9129
ccstytr,000000302107__Minimalism__mario-schifano_untitled-1963.png,0.5368,0.7773,0.4736,1.8307,1.2155
ccstytr,000000302107__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.6149,0.4674,0.4525,1.6258,0.5954
ccstytr,000000302107__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.4424,0.5275,0.3284,2.0922,1.0508
ccstytr,000000302107__Pop_Art__peter-max_composition-red-green-1979.png,0.6258,0.3938,0.5876,1.7533,1.6912
ccstytr,000000302107__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.5736,0.5444,0.4149,1.9103,0.9628
ccstytr,000000302107__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.8172,0.2946,0.7298,1.1109,0.5358
ccstytr,000000302107__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.4569,0.3602,0.7572,1.0013,0.6885
ccstytr,000000302107__Romanticism__gustave-dore_paradise-lost-4.png,0.5192,0.4155,0.5305,1.3468,0.8658
ccstytr,000000302107__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.6669,0.4279,0.595,1.5433,1.0055
ccstytr,000000302107__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.6993,0.4398,0.6584,1.4365,1.0774
ccstytr,000000322944__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.7484,0.3004,0.8254,0.8463,1.3922
ccstytr,000000322944__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.6638,0.366,0.6199,1.1305,0.8806
ccstytr,000000322944__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.718,0.4413,0.6314,0.867,0.512
ccstytr,000000322944__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.4685,0.6587,0.4384,1.8928,0.8802
ccstytr,000000322944__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.6287,0.6567,0.6754,0.9662,0.7615
ccstytr,000000322944__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5175,0.4712,0.4863,1.43,0.9552
ccstytr,000000322944__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.6459,0.541,0.5946,0.9337,0.6361
ccstytr,000000322944__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5362,0.4334,0.5216,1.5847,1.3762
ccstytr,000000322944__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.5462,0.5157,0.5146,1.2481,0.6001
ccstytr,000000322944__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.614,0.4351,0.5112,1.3685,0.8684
ccstytr,000000322944__Minimalism__mario-schifano_untitled-1963.png,0.4082,0.8904,0.6572,1.6874,1.296
ccstytr,000000322944__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.3676,0.5171,0.3327,1.6013,0.6939
ccstytr,000000322944__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.3158,0.5424,0.2911,1.937,1.143
ccstytr,000000322944__Pop_Art__peter-max_composition-red-green-1979.png,0.3633,0.5523,0.5702,1.8341,1.412
ccstytr,000000322944__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.3731,0.6136,0.3061,1.8982,1.1522
ccstytr,000000322944__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.5037,0.4811,0.4847,1.2879,0.7034
ccstytr,000000322944__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.728,0.4288,0.6911,0.8426,0.5574
ccstytr,000000322944__Romanticism__gustave-dore_paradise-lost-4.png,0.6308,0.4323,0.4871,1.1194,0.9293
ccstytr,000000322944__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.4903,0.4883,0.4553,1.7143,1.0339
ccstytr,000000322944__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.3834,0.5513,0.4211,1.5817,1.6189
ccstytr,000000329447__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.6311,0.3112,0.5788,1.0728,1.2726
ccstytr,000000329447__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.6031,0.4376,0.698,1.2767,1.2179
ccstytr,000000329447__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.455,0.3143,0.6113,0.9862,0.7934
ccstytr,000000329447__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.3297,0.8462,0.3872,2.4877,0.7719
ccstytr,000000329447__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.5274,0.3633,0.5757,1.0242,0.791
ccstytr,000000329447__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.7362,0.3306,0.7517,1.0376,1.0425
ccstytr,000000329447__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5966,0.4712,0.6526,1.1718,0.7348
ccstytr,000000329447__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.6504,0.4042,0.6199,1.5157,1.5834
ccstytr,000000329447__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.5166,0.4554,0.5601,1.3714,0.6425
ccstytr,000000329447__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.7369,0.3486,0.7362,1.1775,1.0279
ccstytr,000000329447__Minimalism__mario-schifano_untitled-1963.png,0.2747,0.7634,0.2433,2.0159,1.2143
ccstytr,000000329447__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.5458,0.4355,0.543,1.484,0.7224
ccstytr,000000329447__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.4834,0.4981,0.4259,1.9506,1.186
ccstytr,000000329447__Pop_Art__peter-max_composition-red-green-1979.png,0.3583,0.4475,0.3915,2.0173,1.5675
ccstytr,000000329447__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.5527,0.5301,0.5288,1.7338,1.1631
ccstytr,000000329447__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.6649,0.2678,0.7165,1.0221,0.7749
ccstytr,000000329447__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.4631,0.3269,0.6634,1.0161,0.8128
ccstytr,000000329447__Romanticism__gustave-dore_paradise-lost-4.png,0.6841,0.3046,0.7156,1.0287,1.1023
ccstytr,000000329447__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.6477,0.4616,0.6988,1.5094,1.0243
ccstytr,000000329447__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.4572,0.5439,0.4834,1.8749,1.3693
ccstytr,000000338625__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.6977,0.3293,0.6689,1.3262,1.3032
ccstytr,000000338625__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.6977,0.2975,0.7183,1.2631,1.003
ccstytr,000000338625__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.452,0.4595,0.607,1.3409,0.8613
ccstytr,000000338625__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.4696,0.6558,0.4314,2.3112,0.9823
ccstytr,000000338625__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.6586,0.6363,0.6506,1.4267,0.7559
ccstytr,000000338625__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.7611,0.3201,0.7037,1.2175,1.615
ccstytr,000000338625__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.6636,0.4963,0.6438,1.4452,0.8721
ccstytr,000000338625__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.911,0.0769,0.9691,0.24,3.7386
ccstytr,000000338625__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.6283,0.4755,0.5588,1.6663,0.9171
ccstytr,000000338625__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.6239,0.3504,0.6272,1.4195,1.49
ccstytr,000000338625__Minimalism__mario-schifano_untitled-1963.png,0.4637,0.8638,0.4283,1.8785,1.2268
ccstytr,000000338625__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.6322,0.3945,0.5216,1.5777,0.7611
ccstytr,000000338625__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.5487,0.4166,0.4497,1.7617,1.3631
ccstytr,000000338625__Pop_Art__peter-max_composition-red-green-1979.png,0.5883,0.4166,0.6106,1.7454,1.7658
ccstytr,000000338625__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.6497,0.4481,0.5522,1.6127,1.0315
ccstytr,000000338625__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.7952,0.3266,0.7132,1.1789,0.6352
ccstytr,000000338625__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.4642,0.4501,0.6333,1.3307,0.8253
ccstytr,000000338625__Romanticism__gustave-dore_paradise-lost-4.png,0.5899,0.3512,0.6041,1.2949,1.0901
ccstytr,000000338625__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.7606,0.3021,0.7299,1.1559,1.6908
ccstytr,000000338625__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.6893,0.4038,0.6978,1.5319,1.2653
ccstytr,000000356968__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.591,0.4147,0.4993,1.5558,0.918
ccstytr,000000356968__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.6321,0.4427,0.6056,1.4435,1.1127
ccstytr,000000356968__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.4226,0.299,0.5522,1.0392,0.6748
ccstytr,000000356968__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.4124,0.7116,0.4158,2.255,0.7265
ccstytr,000000356968__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.5812,0.4757,0.5249,1.2036,0.7315
ccstytr,000000356968__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.7282,0.3454,0.6839,1.3951,0.7723
ccstytr,000000356968__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.6683,0.3228,0.6411,1.1573,0.6634
ccstytr,000000356968__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5919,0.46,0.5092,2.0333,1.5903
ccstytr,000000356968__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.6277,0.3112,0.5819,1.2321,0.5218
ccstytr,000000356968__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.6587,0.3167,0.692,1.3655,0.9236
ccstytr,000000356968__Minimalism__mario-schifano_untitled-1963.png,0.3318,0.7051,0.226,1.9925,1.3113
ccstytr,000000356968__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.7144,0.3459,0.7151,1.3124,0.6738
ccstytr,000000356968__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.4651,0.5439,0.3681,2.3368,1.2158
ccstytr,000000356968__Pop_Art__peter-max_composition-red-green-1979.png,0.393,0.4707,0.359,2.1697,1.7011
ccstytr,000000356968__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.659,0.4328,0.5894,1.8011,1.116
ccstytr,000000356968__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.7634,0.257,0.7266,1.0724,0.5123
ccstytr,000000356968__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.432,0.2792,0.6035,1.0486,0.7675
ccstytr,000000356968__Romanticism__gustave-dore_paradise-lost-4.png,0.6354,0.3175,0.7565,1.1704,1.0152
ccstytr,000000356968__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.6828,0.4545,0.6501,1.7716,0.7861
ccstytr,000000356968__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.5184,0.483,0.4839,2.1229,1.2608
ccstytr,000000376264__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.6307,0.2785,0.6952,0.8139,1.332
ccstytr,000000376264__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.5692,0.3575,0.7013,1.0428,0.8157
ccstytr,000000376264__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.4232,0.4006,0.6032,1.128,0.833
ccstytr,000000376264__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.3522,0.6865,0.3831,2.128,1.1567
ccstytr,000000376264__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.5063,0.5474,0.6233,1.1342,0.648
ccstytr,000000376264__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.6813,0.277,0.6861,0.9353,1.104
ccstytr,000000376264__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5669,0.4236,0.6393,1.0879,0.8431
ccstytr,000000376264__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.6809,0.2572,0.7406,0.9058,1.9001
ccstytr,000000376264__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.4955,0.4312,0.5367,1.4141,0.8806
ccstytr,000000376264__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.6608,0.3116,0.6773,1.1036,1.2397
ccstytr,000000376264__Minimalism__mario-schifano_untitled-1963.png,0.3234,0.7796,0.3704,1.8399,1.3474
ccstytr,000000376264__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.4995,0.4263,0.48,1.5364,0.766
ccstytr,000000376264__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.4978,0.3985,0.4809,1.507,1.3807
ccstytr,000000376264__Pop_Art__peter-max_composition-red-green-1979.png,0.4474,0.3456,0.5667,1.3477,1.5833
ccstytr,000000376264__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.5458,0.4577,0.5168,1.5541,1.3937
ccstytr,000000376264__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.6016,0.3548,0.6538,1.2499,0.6612
ccstytr,000000376264__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.4374,0.3643,0.6329,0.9984,0.7951
ccstytr,000000376264__Romanticism__gustave-dore_paradise-lost-4.png,0.5904,0.3549,0.5699,1.1413,1.1701
ccstytr,000000376264__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.6436,0.3286,0.7103,1.0234,1.3053
ccstytr,000000376264__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.5297,0.3648,0.6249,1.2223,1.1312
ccstytr,000000398905__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.7177,0.2461,0.8846,0.7296,0.7448
ccstytr,000000398905__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.5717,0.4198,0.6097,1.3138,0.8065
ccstytr,000000398905__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.5487,0.4855,0.6684,1.0107,0.5238
ccstytr,000000398905__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.446,0.6934,0.4771,2.0665,0.8768
ccstytr,000000398905__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.5831,0.6687,0.7016,1.2665,0.5689
ccstytr,000000398905__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5218,0.4286,0.4623,1.182,0.8564
ccstytr,000000398905__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5728,0.5895,0.6205,1.199,0.4931
ccstytr,000000398905__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5412,0.412,0.5471,1.4678,1.3847
ccstytr,000000398905__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.4972,0.5615,0.5508,1.5471,0.5932
ccstytr,000000398905__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.4594,0.4695,0.4296,1.5549,0.8693
ccstytr,000000398905__Minimalism__mario-schifano_untitled-1963.png,0.4524,0.8895,0.7201,1.8119,1.0604
ccstytr,000000398905__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.3461,0.5385,0.2954,1.6724,0.5758
ccstytr,000000398905__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.3167,0.5418,0.2539,1.9833,1.0876
ccstytr,000000398905__Pop_Art__peter-max_composition-red-green-1979.png,0.4693,0.4781,0.6357,1.9885,1.4206
ccstytr,000000398905__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.3579,0.6263,0.2838,1.889,0.9843
ccstytr,000000398905__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.4921,0.4897,0.4887,1.3599,0.411
ccstytr,000000398905__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.5601,0.4781,0.6886,1.0014,0.5006
ccstytr,000000398905__Romanticism__gustave-dore_paradise-lost-4.png,0.4705,0.467,0.3987,1.2875,0.796
ccstytr,000000398905__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.4829,0.4497,0.467,1.5088,0.8931
ccstytr,000000398905__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.4335,0.5756,0.4784,1.8652,1.0686
ccstytr,000000417911__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.6898,0.3878,0.7042,1.4968,0.8889
ccstytr,000000417911__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.6999,0.4812,0.7024,1.5464,1.062
